EEMMM,FECHA_DEF_CT,INTUBADO_CT,NEUMONIA_CT,EMBARAZO_CT,HABLA_LENGUA_INDIG_CT,DIABETES_CT,EPOC_CT,ASMA_CT,INMUSUPR_CT,HIPERTENSION_CT,OTRA_COM_CT,CARDIOVASCULAR_CT,OBESIDAD_CT,RENAL_CRONICA_CT,TABAQUISMO_CT,OTRO_CASO_CT,RESULTADO_POS,RESULTADO_NEG,RESULTADO_PDT,MUJERES_CT,HOMBRES_CT,LONGITUD,LATITUD,NOM_ENT,NOM_MUN
31054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,-89.32380261710384,21.05104329648586,Yucatán,Muxupip
31055,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-89.84671148327934,20.55127649698509,Yucatán,Opichén
31056,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,-89.52253785498957,20.14716663661318,Yucatán,Oxkutzcab
31058,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-88.8279173657251,20.07748679811174,Yucatán,Peto
31059,0,0,0,0,0,0,1,0,0,1,0,0,2,1,3,3,0,13,0,0,0,-89.656,21.238,Yucatán,Progreso
31067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,-89.37085568019373,20.84100267108882,Yucatán,Seyé
31068,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,-89.19865568330927,21.27040024869263,Yucatán,Sinanché
31069,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-88.98802889143491,20.60745616672493,Yucatán,Sotuta
31076,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,-89.4573398751885,20.66169305683745,Yucatán,Tecoh
31078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-89.1019273114253,21.00616039312888,Yucatán,Tekantó
31079,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-89.30074612211476,19.93222866047938,Yucatán,Tekax
31084,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-88.87353538585933,21.16703414000408,Yucatán,Temax
31085,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,-88.06446490091696,20.89859084289355,Yucatán,Temozón
31086,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-89.00247549450981,21.06802574364562,Yucatán,Tepakán
31087,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,-90.05809417452501,20.9561960922066,Yucatán,Tetiz
31089,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,5,0,0,1,-89.56129082887463,20.36038806389896,Yucatán,Ticul
31091,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-88.50839668453652,20.72662629791989,Yucatán,Tinum
31093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-89.37603631058047,20.97874320177906,Yucatán,Tixkokob
31095,0,0,0,0,0,2,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,-89.46454423406867,20.96347122777783,Yucatán,Tixpéhual
31096,0,1,4,2,0,1,0,1,0,2,0,0,2,0,0,1,1,7,2,1,0,-87.84787495948346,21.25719611621864,Yucatán,Tizimín
31098,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,-89.04678504672815,19.93803501763581,Yucatán,Tzucacab
31100,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,-89.77988663810734,21.06295725964451,Yucatán,Ucú
31101,1,1,4,0,1,3,2,0,1,5,0,1,5,0,1,4,3,15,3,1,2,-89.765431029675,20.85247342422874,Yucatán,Umán
31102,1,4,6,0,7,4,0,0,0,4,0,0,7,1,1,16,8,12,7,2,6,-88.10839362983201,20.63837323167821,Yucatán,Valladolid
31104,1,0,1,2,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,-88.76971404635539,20.48064362729767,Yucatán,Yaxcabá
32001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-103.0738143926633,21.47234921879718,Zacatecas,Apozol
32004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-103.5817988528404,21.49563249781508,Zacatecas,Benito Juárez
32005,0,0,3,0,0,1,1,0,0,0,0,0,2,1,2,0,0,3,2,0,0,-102.7468214591115,22.95689517098638,Zacatecas,Calera
32006,0,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,-102.7326149893701,23.57732787407976,Zacatecas,Cañitas de Felipe Pescador
32007,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2,1,0,0,-101.2412783420844,24.45323139644756,Zacatecas,Concepción del Oro
32009,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-103.9103909695653,23.41807053771615,Zacatecas,Chalchihuites
32010,0,0,19,1,0,5,2,2,2,10,3,1,6,1,7,14,1,35,6,1,0,-102.9959382878776,23.23682676608957,Zacatecas,Fresnillo
32014,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,1,0,4,0,0,0,-102.8116043181722,24.13745170327424,Zacatecas,General Francisco R. Murguía
32016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-102.1199840164611,22.69015672102986,Zacatecas,General Pánfilo Natera
32017,1,1,4,3,1,7,1,3,1,13,4,2,17,2,6,29,6,63,9,1,5,-102.4076266933962,22.78020305497278,Zacatecas,Guadalupe
32019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-102.9982926040223,21.62368163353346,Zacatecas,Jalpa
32020,1,0,12,0,1,7,5,1,1,11,2,0,14,1,8,36,14,31,6,7,7,-102.991973308419,22.72548291484737,Zacatecas,Jerez
32022,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,3,0,5,0,0,0,-103.3031817459175,24.29426610814727,Zacatecas,Juan Aldama
32023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-103.1240839600833,21.37670668584897,Zacatecas,Juchipila
32024,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,9,0,0,0,-101.9588052110238,22.28458235029494,Zacatecas,Loreto
32026,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,3,1,0,0,-101.9227957357632,24.35192400169032,Zacatecas,Mazapil
32029,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,-103.4883779162995,24.11737417894512,Zacatecas,Miguel Auza
32031,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,-103.4618774917611,22.37505619870319,Zacatecas,Monte Escobedo
32032,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,4,0,0,0,-102.6728816471369,22.85246268541395,Zacatecas,Morelos
32034,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-102.8595105360122,21.41740362420558,Zacatecas,Nochistlán de Mejía
32036,0,0,2,0,0,0,1,1,0,0,0,1,0,0,2,0,0,3,0,0,0,-102.2164423254942,22.56837521652323,Zacatecas,Ojocaliente
32037,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-102.4757078467748,22.99132370598654,Zacatecas,Pánuco
32038,0,0,2,0,0,1,0,0,0,1,1,0,0,1,0,0,0,3,0,0,0,-101.5287983199666,22.26901611483246,Zacatecas,Pinos
32039,0,0,5,1,0,1,1,1,1,4,2,1,1,0,1,1,0,8,1,0,0,-103.0318616100818,23.78296102841542,Zacatecas,Río Grande
32040,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1,1,0,2,0,0,0,-103.2399340262604,23.56319824239583,Zacatecas,Sain Alto
32041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-100.9047093318763,24.44965760599332,Zacatecas,El Salvador
32042,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,1,1,3,0,0,1,-103.614779632816,23.64016114498285,Zacatecas,Sombrerete
32044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-102.9331123462864,21.93434276187729,Zacatecas,Tabasco
32045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-103.3567261000915,21.62446267859098,Zacatecas,Tepechitlán
32046,0,0,2,0,0,3,1,0,0,3,0,0,2,1,1,0,3,1,0,1,2,-103.1368409069628,22.44411107336496,Zacatecas,Tepetongo
32047,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,-103.4532459097673,21.36371461817213,Zacatecas,Teúl de González Ortega
32048,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,-103.2271853055624,21.78479067794866,Zacatecas,Tlaltenango de Sánchez Román
32049,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,-103.7528186175396,22.77899578487864,Zacatecas,Valparaíso
32050,0,0,1,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,-102.4826420536816,22.84805234456302,Zacatecas,Vetagrande
32052,0,0,1,0,0,2,1,0,1,3,0,2,0,0,1,0,0,3,0,0,0,-101.8923553072499,22.1296610749469,Zacatecas,Villa García
32053,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,-101.9537328911954,22.55186594783861,Zacatecas,Villa González Ortega
32054,0,0,2,0,0,2,0,0,0,2,1,0,0,0,0,0,0,4,1,0,0,-101.7143185209917,22.40735843280895,Zacatecas,Villa Hidalgo
32055,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,1,0,5,1,0,0,-102.8515082705715,22.29826524617388,Zacatecas,Villanueva
32056,0,2,16,1,0,12,3,10,8,31,7,5,24,2,10,34,3,93,19,3,0,-102.6780785797461,22.73573457114081,Zacatecas,Zacatecas
32057,0,0,2,0,0,0,0,0,2,0,1,0,0,0,1,0,0,3,0,0,0,-102.3120030879686,22.75562892348225,Zacatecas,Trancoso
32058,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-103.3439000427436,21.52254412879175,Zacatecas,Santa María de la Paz
