EEMMM,FECHA_DEF_CT,INTUBADO_CT,NEUMONIA_CT,EMBARAZO_CT,HABLA_LENGUA_INDIG_CT,DIABETES_CT,EPOC_CT,ASMA_CT,INMUSUPR_CT,HIPERTENSION_CT,OTRA_COM_CT,CARDIOVASCULAR_CT,OBESIDAD_CT,RENAL_CRONICA_CT,TABAQUISMO_CT,OTRO_CASO_CT,RESULTADO_POS,RESULTADO_NEG,RESULTADO_PDT,MUJERES_CT,HOMBRES_CT,LONGITUD,LATITUD,NOM_ENT,NOM_MUN
22012,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,-100.1724273548513,20.47195781701551,Querétaro,Pedro Escobedo
22013,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,2,0,0,0,-99.82995009319826,21.09766846844569,Querétaro,Peñamiller
22014,5,9,55,2,2,32,9,17,19,61,18,9,56,13,62,101,65,310,58,33,32,-100.4527102936824,20.72880537577672,Querétaro,Querétaro
22016,0,2,3,3,1,3,1,2,0,4,2,4,6,1,7,9,2,38,1,2,0,-100.0003800376173,20.36891153993432,Querétaro,San Juan del Río
22017,0,0,2,0,0,0,0,0,0,1,1,0,2,0,1,1,1,4,0,0,1,-99.95256398924467,20.55117298551597,Querétaro,Tequisquiapan
22018,0,0,1,0,0,1,0,0,1,2,0,0,0,1,1,0,0,2,0,0,0,-99.93444003454186,20.91796182659996,Querétaro,Tolimán
23001,1,6,27,0,5,8,3,4,1,15,1,1,11,4,2,12,13,25,10,4,9,-86.90888992597604,20.4448299065491,Quintana Roo,Cozumel
23002,0,0,2,0,1,0,0,0,1,2,1,0,0,0,0,0,1,6,1,1,0,-88.05598967980593,19.6697450738248,Quintana Roo,Felipe Carrillo Puerto
23003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-86.9866438919529,21.36605687886266,Quintana Roo,Isla Mujeres
23004,3,5,12,0,0,9,0,3,2,10,12,2,11,0,2,14,10,38,13,0,10,-88.5292821634901,18.51117917655844,Quintana Roo,Othón P. Blanco
23005,15,15,118,11,18,85,6,41,11,89,41,11,95,6,41,116,231,264,133,79,152,-86.94111688499554,21.07818808186077,Quintana Roo,Benito Juárez
23006,0,0,3,1,1,2,0,1,2,1,1,0,0,1,0,3,2,6,0,2,0,-88.8157468651622,19.63597995259532,Quintana Roo,José María Morelos
23007,0,0,2,0,0,0,0,0,0,1,1,0,2,0,2,2,1,5,0,0,1,-87.38290806187524,21.05799566656071,Quintana Roo,Lázaro Cárdenas
23008,10,2,65,2,3,25,3,10,4,32,12,3,22,1,16,32,59,106,26,21,38,-87.39982272631012,20.58205564152426,Quintana Roo,Solidaridad
23009,2,0,2,0,1,1,0,0,0,3,0,0,4,0,1,8,5,5,3,2,3,-87.66568557006308,20.30392764677559,Quintana Roo,Tulum
23010,0,0,1,0,0,3,0,1,0,1,1,0,0,0,0,1,1,5,0,0,1,-88.53126416619374,18.97560146562959,Quintana Roo,Bacalar
23011,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,-87.1299633031461,20.93759236494376,Quintana Roo,Puerto Morelos
24001,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-101.2533110490071,22.45053295683737,San Luis Potosí,Ahualulco
24002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-99.61950452627393,22.09992590217691,San Luis Potosí,Alaquines
24003,0,0,3,0,4,1,0,0,0,4,0,0,2,0,0,0,1,5,1,0,1,-99.1119594895125,21.72362396591162,San Luis Potosí,Aquismón
24005,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,-99.67599288588795,21.99052384166995,San Luis Potosí,Cárdenas
24006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-101.0565151163789,23.64549802316193,San Luis Potosí,Catorce
24007,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,6,0,0,0,-100.6737463882783,23.93035437340667,San Luis Potosí,Cedral
24008,0,0,2,0,0,1,1,0,0,1,0,1,1,0,0,1,0,4,1,0,0,-100.277336621918,22.44478376088393,San Luis Potosí,Cerritos
24009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-100.7777637599185,22.19247585809381,San Luis Potosí,Cerro de San Pedro
24010,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,-99.71753175094152,22.43914517282469,San Luis Potosí,Ciudad del Maíz
24011,1,1,2,0,0,1,0,0,0,2,1,1,3,1,1,13,1,18,2,0,1,-100.2115951605124,22.01581349475727,San Luis Potosí,Ciudad Fernández
24013,0,2,12,1,1,7,2,7,3,10,4,1,7,3,10,12,0,60,4,0,0,-99.06316081555458,22.10739255686072,San Luis Potosí,Ciudad Valles
24015,0,0,2,1,0,1,0,2,0,1,1,0,0,0,0,0,0,6,1,0,0,-101.1213773255384,23.2191378437098,San Luis Potosí,Charcas
24016,0,0,2,0,0,1,1,1,0,1,0,1,2,1,1,0,0,3,1,0,0,-98.51421755061915,22.20422650327529,San Luis Potosí,Ebano
24017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-100.303713671816,22.86652942889579,San Luis Potosí,Guadalcázar
24018,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-98.98318422335119,21.52600651431419,San Luis Potosí,Huehuetlán
24019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-99.60949677760331,21.61493341328456,San Luis Potosí,Lagunillas
24020,0,0,5,0,0,4,1,3,2,5,1,4,2,1,3,1,3,23,7,0,3,-100.5872686849345,23.51336274324165,San Luis Potosí,Matehuala
24021,0,0,3,1,0,4,2,0,0,2,1,0,1,0,2,1,0,10,1,0,0,-101.1566926384617,22.25904330217249,San Luis Potosí,Mexquitic de Carmona
24022,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,-101.1710738335842,22.73335045669196,San Luis Potosí,Moctezuma
24023,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,-99.61680883756995,21.82409542208726,San Luis Potosí,Rayón
24024,0,1,7,0,0,4,2,0,1,6,4,3,7,1,3,11,0,28,0,0,0,-100.0345194425891,21.9619281810569,San Luis Potosí,Rioverde
24025,0,2,3,0,0,0,0,0,1,0,2,0,1,0,0,0,0,5,0,0,0,-101.6291418019968,22.79811627856002,San Luis Potosí,Salinas
24026,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-98.84153517491221,21.6292096897443,San Luis Potosí,San Antonio
24027,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,-99.89558380213302,21.57614527106691,San Luis Potosí,San Ciro de Acosta
24028,3,6,85,13,1,58,27,32,19,96,138,15,67,17,52,239,50,606,50,25,25,-100.960888551418,22.27047924973873,San Luis Potosí,San Luis Potosí
24029,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,-98.61950357446611,21.39978665227184,San Luis Potosí,San Martín Chalchicuautla
24030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,-100.45776902209,22.16951197841803,San Luis Potosí,San Nicolás Tolentino
24031,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,1,0,3,0,0,0,-99.40602608843217,21.58855358342301,San Luis Potosí,Santa Catarina
24032,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3,1,7,2,1,0,-100.5542327423442,21.76797670547018,San Luis Potosí,Santa María del Río
24035,0,3,18,1,0,12,4,8,5,14,19,5,13,5,3,22,5,80,5,3,2,-100.855133593447,22.27162472462922,San Luis Potosí,Soledad de Graciano Sánchez
24036,0,1,3,0,0,1,0,1,0,1,1,0,1,1,0,0,0,3,0,0,0,-99.35609773895612,21.93315016492438,San Luis Potosí,Tamasopo
24037,0,0,2,0,6,5,3,0,1,5,0,0,2,0,0,5,0,21,1,0,0,-98.78471997154918,21.24130694428175,San Luis Potosí,Tamazunchale
24038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-98.74574174624298,21.41765166199952,San Luis Potosí,Tampacán
24039,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-98.77065974681098,21.55457933801931,San Luis Potosí,Tampamolón Corona
24040,0,0,5,0,0,5,2,0,0,5,1,1,1,0,2,2,0,7,1,0,0,-98.73532950699472,22.09361960189048,San Luis Potosí,Tamuín
24041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-98.82610185921928,21.72279292973017,San Luis Potosí,Tanlajás
24043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,-100.4974203798318,21.66423750052077,San Luis Potosí,Tierra Nueva
24044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-100.9140586908662,24.11052274219124,San Luis Potosí,Vanegas
24045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,-101.095122623317,22.9251354083559,San Luis Potosí,Venado
24047,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-100.7175693397013,23.21267935635651,San Luis Potosí,Villa de Guadalupe
24048,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-100.7568708286838,23.66491994958038,San Luis Potosí,Villa de la Paz
24049,0,0,3,1,0,1,0,0,0,2,1,0,2,0,0,1,0,6,0,0,0,-101.91631304924,22.9324175021686,San Luis Potosí,Villa de Ramos
24050,0,0,3,0,0,3,0,0,0,2,1,2,1,2,2,1,0,8,1,0,0,-100.9815356592679,21.85176187681583,San Luis Potosí,Villa de Reyes
24051,0,1,6,0,0,1,1,1,0,3,0,1,2,1,2,4,0,9,0,0,0,-100.6734083000392,22.64076356995946,San Luis Potosí,Villa Hidalgo
24052,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,-100.1973453734141,22.28923230482087,San Luis Potosí,Villa Juárez
24053,0,0,0,1,4,0,1,0,0,2,1,1,2,0,0,1,0,10,0,0,0,-98.86921306453179,21.42618036438714,San Luis Potosí,Axtla de Terrazas
24054,0,1,5,0,3,2,1,1,1,3,0,0,1,0,1,0,0,6,0,0,0,-99.02540541554913,21.38588696801481,San Luis Potosí,Xilitla
24055,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,-100.6767204658779,22.00817351678534,San Luis Potosí,Zaragoza
24056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,-100.8043875192881,22.65993096568593,San Luis Potosí,Villa de Arista
24057,0,0,1,1,1,0,0,0,0,1,2,0,1,0,0,0,0,5,0,0,0,-98.83735472491976,21.32933261980372,San Luis Potosí,Matlapa
25001,6,5,61,4,0,26,8,14,4,40,7,8,32,2,13,15,43,112,20,15,28,-109.133198501882,25.89564801540922,Sinaloa,Ahome
25002,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,1,5,0,1,0,-108.1415433085865,25.1461063776948,Sinaloa,Angostura
25003,0,0,5,0,0,1,0,0,0,2,0,1,1,1,1,4,6,3,0,3,3,-107.3959647294848,25.59085472420885,Sinaloa,Badiraguato
25004,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,-105.9917877807343,23.41416865829272,Sinaloa,Concordia
25005,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,2,1,1,0,2,-106.7994351324558,24.4814837602353,Sinaloa,Cosalá
25006,30,22,195,7,3,118,36,41,30,215,52,44,209,32,67,163,333,440,134,152,181,-107.2666538572514,24.65149029895269,Sinaloa,Culiacán
25007,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,-108.277041682359,26.68030641331185,Sinaloa,Choix
25008,1,0,2,0,0,1,1,0,1,2,0,2,2,1,0,0,2,2,0,1,1,-106.842137648253,24.0433902530008,Sinaloa,Elota
25009,0,0,4,1,0,3,0,0,0,3,0,2,4,0,1,5,3,13,1,1,2,-105.6857610468151,22.72409473143484,Sinaloa,Escuinapa
25010,1,0,6,2,1,2,2,1,0,3,2,1,4,1,1,3,3,14,1,1,2,-108.6789971306059,26.25532112849108,Sinaloa,El Fuerte
25011,2,1,25,1,1,7,5,6,3,18,7,3,16,2,6,5,9,44,14,7,2,-108.5581918657427,25.53459670158172,Sinaloa,Guasave
25012,2,1,22,1,1,13,5,8,4,26,23,2,24,3,5,95,26,141,20,10,16,-106.3059638068367,23.46841439460588,Sinaloa,Mazatlán
25013,0,0,4,0,0,1,1,0,0,4,1,0,3,0,2,4,3,5,3,1,2,-107.7795865149851,25.35992094257549,Sinaloa,Mocorito
25014,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,5,0,0,0,-105.8052048398591,23.0562348884065,Sinaloa,Rosario
25015,0,0,7,0,0,10,3,0,1,12,2,2,10,1,4,14,11,38,3,5,6,-108.0760495173677,25.41845503921983,Sinaloa,Salvador Alvarado
25017,0,0,1,0,0,0,1,0,0,3,1,1,0,1,0,2,2,3,0,1,1,-108.1103203787565,25.96878982520223,Sinaloa,Sinaloa
25018,3,1,17,0,1,13,6,4,2,14,4,2,12,1,4,6,13,28,11,8,5,-107.7645976178857,24.7232523156797,Sinaloa,Navolato
26002,0,0,3,0,0,1,2,1,0,4,2,1,2,0,2,1,1,9,1,1,0,-109.1974435333727,31.10442351145432,Sonora,Agua Prieta
26003,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-108.8769671374736,27.05105854268802,Sonora,Alamos
26008,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,-109.0876886359925,29.84534142484848,Sonora,Bacadéhuachi
26012,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2,3,0,0,-110.1591240543947,27.74388509085616,Sonora,Bácum
26014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,-110.119807122586,29.62461998206698,Sonora,Baviácora
26017,2,0,13,0,1,8,3,2,1,12,3,5,13,0,3,25,6,38,2,5,1,-112.5394862236753,30.82495233624482,Sonora,Caborca
26018,1,0,21,1,0,13,2,8,1,22,4,3,10,1,7,14,10,78,14,5,5,-109.8867710672464,27.79281976697408,Sonora,Cajeme
26019,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,-110.235320045552,30.98846022235051,Sonora,Cananea
26025,0,0,4,0,0,2,0,2,1,0,1,1,2,1,1,0,0,6,4,0,0,-110.6687288574442,28.00849387121307,Sonora,Empalme
26026,0,0,1,0,1,1,1,0,0,1,1,0,0,2,1,2,1,2,2,1,0,-109.6885338443184,27.01513709888899,Sonora,Etchojoa
26027,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,-109.6479104043073,30.84851772346687,Sonora,Fronteras
26029,0,0,4,0,2,4,0,1,0,4,0,1,4,0,4,5,2,18,3,1,1,-110.6259474454024,28.1425637207181,Sonora,Guaymas
26030,2,3,55,15,2,38,5,32,8,62,27,18,61,8,27,94,31,265,45,17,14,-111.4735094021551,29.02367335185319,Sonora,Hermosillo
26033,2,1,6,0,3,4,3,2,0,6,4,3,6,1,0,16,12,11,7,5,7,-109.4063802735278,26.6506722283074,Sonora,Huatabampo
26034,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,-110.245173472975,29.93031025116857,Sonora,Huépac
26036,2,1,5,0,0,5,0,0,0,6,2,3,3,1,2,7,4,6,0,3,1,-111.0214410071653,30.73138289682338,Sonora,Magdalena
26041,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,-109.4799157544126,30.48674044029477,Sonora,Nacozari de García
26042,0,0,9,1,1,5,3,3,2,11,5,2,11,0,5,14,4,30,10,1,3,-109.4027334004027,27.07810146081657,Sonora,Navojoa
26043,2,1,12,2,0,8,4,9,1,20,1,2,22,1,11,5,5,42,11,2,3,-111.0024433211832,31.19883403397669,Sonora,Nogales
26045,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,-110.8204791463886,30.02923058679332,Sonora,Opodepe
26047,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,0,0,0,-112.094030045753,29.95176719832621,Sonora,Pitiquito
26048,0,1,4,0,0,1,1,2,0,3,0,1,2,0,1,1,0,7,3,0,0,-113.293119121162,31.5294287593834,Sonora,Puerto Peñasco
26052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-108.9941006937532,29.01000361204224,Sonora,Sahuaripa
26055,1,2,36,4,1,18,2,8,6,32,8,10,22,1,8,39,40,58,26,17,23,-114.3512600819492,32.01703661082109,Sonora,San Luis Río Colorado
26058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-111.0589857780683,30.45163969629713,Sonora,Santa Ana
26060,1,0,0,0,0,0,0,1,0,3,0,0,1,0,0,3,3,1,0,3,0,-111.4540525975503,31.28176237904584,Sonora,Sáric
26066,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-110.3291990284736,29.34216875745464,Sonora,Ures
26067,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-109.3338341988657,30.23418480305312,Sonora,Villa Hidalgo
26070,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,-112.9082882512647,31.71999007667615,Sonora,General Plutarco Elías Calles
27001,0,0,1,0,0,0,1,1,0,2,1,0,4,0,0,6,2,7,3,2,0,-91.31173364160108,17.80484951845528,Tabasco,Balancán
27002,2,0,14,1,1,12,3,4,2,13,2,2,11,0,4,10,13,18,34,3,10,-93.64675234597837,18.17016622406565,Tabasco,Cárdenas
27003,2,0,4,0,0,4,0,0,0,4,0,0,6,2,1,6,7,7,2,0,7,-92.5862394583967,18.36142311613027,Tabasco,Centla
27004,25,13,71,3,8,91,8,49,8,137,45,18,143,4,42,381,215,400,130,103,112,-92.860210704146,18.00910355660199,Tabasco,Centro
27005,3,1,11,1,2,8,2,4,1,8,4,1,11,3,6,22,17,18,20,5,12,-93.3366976486855,18.28692896471895,Tabasco,Comalcalco
27006,0,0,3,0,0,4,0,4,0,6,1,1,8,0,0,8,9,7,8,2,7,-93.2206692479814,18.07657775135989,Tabasco,Cunduacán
27007,0,0,2,0,0,1,0,3,1,2,1,0,4,0,2,3,3,5,4,2,1,-91.67578260194222,17.70512366263006,Tabasco,Emiliano Zapata
27008,1,2,4,0,0,10,2,0,1,9,2,2,8,0,0,4,8,6,9,5,3,-93.69981913632266,17.82639053075323,Tabasco,Huimanguillo
27009,2,2,2,1,0,2,0,1,0,5,1,1,3,1,0,10,10,7,0,4,6,-92.78703376282898,17.76359427155007,Tabasco,Jalapa
27010,0,0,1,0,1,1,0,4,0,5,1,1,4,0,2,5,9,9,12,1,8,-93.08387649630822,18.21330535876684,Tabasco,Jalpa de Méndez
27011,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-92.1434213437145,18.07907505808935,Tabasco,Jonuta
27012,0,0,1,0,0,1,0,0,0,1,0,0,3,0,2,11,10,8,2,4,6,-92.45860022536607,17.84503972458516,Tabasco,Macuspana
27013,1,0,13,3,4,8,4,6,1,19,5,3,19,0,7,26,19,37,16,8,11,-92.94862335635935,18.18786500603189,Tabasco,Nacajuca
27014,3,0,12,0,0,12,3,3,0,8,1,3,12,1,4,24,13,14,24,6,7,-93.20058449598507,18.38118144879249,Tabasco,Paraíso
27015,0,0,3,0,0,3,1,0,0,4,0,2,1,1,0,1,3,4,2,0,3,-92.73260346353939,17.52823210467903,Tabasco,Tacotalpa
27016,0,0,1,0,0,0,0,1,1,2,2,0,2,0,2,5,1,8,1,0,1,-92.95237537352581,17.62330664824069,Tabasco,Teapa
27017,0,0,0,0,1,7,1,4,1,3,0,0,5,1,1,1,2,4,31,1,1,-91.29355894273473,17.42637633298502,Tabasco,Tenosique
28001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-98.26829150756978,24.13398852730286,Tamaulipas,Abasolo
28002,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-98.03576757958335,23.00229554103195,Tamaulipas,Aldama
28003,0,1,4,0,0,5,2,3,2,9,1,4,5,2,5,7,4,20,7,2,2,-98.08245441278844,22.54199506058966,Tamaulipas,Altamira
28008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-98.61642331566792,23.53941102579602,Tamaulipas,Casas
28009,0,0,5,3,0,10,2,7,0,13,3,1,8,2,3,14,4,49,21,2,2,-97.82839589962012,22.27951922912466,Tamaulipas,Ciudad Madero
28011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-99.17851552936321,23.00669776144428,Tamaulipas,Gómez Farías
28012,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,4,0,0,0,-98.55448688289863,22.7864291549678,Tamaulipas,González
28013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,-99.08670707436438,23.88547690693493,Tamaulipas,Güémez
28016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-99.38051840095677,24.19553858172926,Tamaulipas,Hidalgo
28017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,-99.41265850915431,23.4784257773339,Tamaulipas,Jaumave
28018,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-98.5202739702351,24.26228145290978,Tamaulipas,Jiménez
28021,0,0,4,0,0,6,0,3,3,6,1,0,5,2,3,1,2,23,5,1,1,-98.83319204116151,22.57184837096678,Tamaulipas,El Mante
28022,0,3,16,4,4,19,2,9,4,34,4,5,15,0,22,90,35,161,22,20,15,-97.53291023056707,25.6123629361952,Tamaulipas,Matamoros
28025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-99.06736284670392,26.23862405057448,Tamaulipas,Miguel Alemán
28027,3,2,24,0,0,25,2,10,5,30,3,6,11,15,23,76,25,113,9,10,15,-99.67379901947369,27.47580985334402,Tamaulipas,Nuevo Laredo
28029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-99.33585521122438,22.82979916901948,Tamaulipas,Ocampo
28030,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-98.84612144008452,24.02260743473012,Tamaulipas,Padilla
28032,1,1,31,1,2,25,6,16,13,29,11,11,29,4,12,23,19,105,24,9,10,-98.37336067501538,25.81023621983745,Tamaulipas,Reynosa
28033,0,1,7,0,0,7,1,4,0,8,0,1,9,0,1,9,9,20,4,3,6,-98.0378467578426,25.74440915999056,Tamaulipas,Río Bravo
28034,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,-98.97581754952105,24.47584859081993,Tamaulipas,San Carlos
28035,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,2,0,5,0,0,0,-97.95827066485978,24.89119703738872,Tamaulipas,San Fernando
28037,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,0,0,5,1,0,0,-98.03734713299997,23.78342990030479,Tamaulipas,Soto la Marina
28038,1,1,16,1,0,21,6,12,4,23,8,11,29,4,14,26,12,71,24,4,8,-97.90126211079013,22.27861615616231,Tamaulipas,Tampico
28039,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,-99.77626222390265,22.93989355152739,Tamaulipas,Tula
28040,0,0,2,0,0,2,1,2,1,3,1,1,3,1,0,1,0,10,1,0,0,-97.84479651070612,25.70068183474371,Tamaulipas,Valle Hermoso
28041,0,1,4,5,1,28,2,11,5,40,9,5,30,3,19,108,18,209,19,9,9,-99.16665096365216,23.69701948136975,Tamaulipas,Victoria
28043,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,3,0,0,0,-98.93151567555873,23.00570978726285,Tamaulipas,Xicoténcatl
29001,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,4,0,1,0,-98.18243066320184,19.36201883960754,Tlaxcala,Amaxac de Guerrero
29002,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,5,1,9,2,1,0,-98.1946831029174,19.35149174915443,Tlaxcala,Apetatitlán de Antonio Carvajal
29003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,2,-98.18293333894209,19.54505862375797,Tlaxcala,Atlangatepec
29004,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,2,0,1,0,-97.79301653126852,19.41174075863634,Tlaxcala,Atltzayanca
29005,1,1,7,0,1,10,4,1,1,14,2,1,9,2,5,27,6,45,9,3,3,-98.1270893089182,19.42352061427375,Tlaxcala,Apizaco
29006,0,0,4,2,0,1,1,0,1,1,5,0,0,0,0,1,0,9,0,0,0,-98.58936476942954,19.56096268636533,Tlaxcala,Calpulalpan
29007,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,6,0,8,0,0,0,-97.67432470002082,19.33570649856833,Tlaxcala,El Carmen Tequexquitla
29008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,-97.76457037513357,19.33127615833262,Tlaxcala,Cuapiaxtla
29009,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,4,0,4,0,0,0,-98.09162804483006,19.34998887265344,Tlaxcala,Cuaxomulco
29010,0,0,4,0,0,5,2,1,2,6,3,0,3,1,3,17,2,37,5,2,0,-98.13110566340455,19.2897599380392,Tlaxcala,Chiautempan
29012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,-98.4368507675076,19.44445843062855,Tlaxcala,Españita
29013,1,2,8,0,0,5,2,1,2,1,1,3,3,0,4,11,8,23,1,3,5,-97.93643380878173,19.332443612448,Tlaxcala,Huamantla
29014,0,0,0,1,0,3,0,1,0,2,0,0,2,1,0,5,6,5,0,4,2,-98.34226608188327,19.48820550733413,Tlaxcala,Hueyotlipan
29015,0,0,4,1,0,2,1,0,1,3,0,0,1,1,0,2,0,9,0,0,0,-98.38330258620213,19.35611285218503,Tlaxcala,Ixtacuixtla de Mariano Matamoros
29016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,-97.91135451867595,19.25758462009193,Tlaxcala,Ixtenco
29018,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2,4,1,12,2,1,0,-98.13338910741022,19.31995976469185,Tlaxcala,Contla de Juan Cuamatzi
29019,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0,3,0,6,2,0,0,-98.3792215226365,19.28195838532906,Tlaxcala,Tepetitla de Lardizábal
29021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,-98.55402811962158,19.49982590234559,Tlaxcala,Nanacamilpa de Mariano Arista
29023,0,1,2,0,0,0,1,0,2,1,1,1,1,0,2,3,1,7,0,0,1,-98.33196216720395,19.23331470250713,Tlaxcala,Natívitas
29024,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,7,2,9,1,2,0,-98.28415338220711,19.35211768841493,Tlaxcala,Panotla
29025,0,0,3,0,2,3,0,0,1,2,2,0,2,0,1,3,3,10,2,1,2,-98.14036410369407,19.15611741149844,Tlaxcala,San Pablo del Monte
